Drug Name,gene_name,entrez
"3,8-dibromo-7-hydroxy-4-methyl-2h-chromen-2-one",CSNK2A1,1457
"5-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1h-1,2,4-triazole-3-sulfonamide",F10,2159
"(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol",PYGM,5837
4-({[4-(3-methylbenzoyl)pyridin-2-yl]amino}methyl)benzenecarboximidamide,F2,2147
"n-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",MAPK14,1432
"n-[(1s)-2-amino-1-phenylethyl]-5-(1h-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",AKT2,208
"n-[(1s)-2-amino-1-phenylethyl]-5-(1h-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",GSK3B,2932
glycylalanyl-n-2-naphthyl-l-prolineamide,ptpA,5524
gibberellic acid,AADACL2,344752
gibberellin a4,AADACL2,344752
n-(p-cyanophenyl)-n'-diphenylmethyl-guanidine-acetic acid,IGHG1,3500
"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",CES1,1066
"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",PAFAH1B3,5050
"(1r)-1,2,2-trimethylpropyl (r)-methylphosphinate",PLA2G7,7941
"4-{[1-methyl-2,4-dioxo-6-(3-phenylprop-1-yn-1-yl)-1,4-dihydroquinazolin-3(2h)-yl]methyl}benzoic acid",MMP13,4322
4-[3-(4-fluorophenyl)-1h-pyrazol-4-yl]pyridine,MAPK14,1432
"(4r,5r)-5-amino-1-[2-(1,3-benzodioxol-5-yl)ethyl]-4-(2,4,5-trifluorophenyl)piperidin-2-one",DPP4,1803
"2-{[(6-oxo-1,6-dihydropyridin-3-yl)methyl]amino}-n-[4-propyl-3-(trifluoromethyl)phenyl]benzamide",ABL1,25
"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde",MAPK14,1432
"n-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",MAPK14,1432
"n-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",MAPK14,1432
"n~3~-cyclopropyl-n~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",MAPK14,1432
1-decyl-3-trifluoro ethyl-sn-glycero-2-phosphomethanol,PLA2G1B,5319
"[4-(5-naphthalen-2-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid",SGK1,6446
(z)-3-benzyl-5-(2-hydroxy-3-nitrobenzylidene)-2-thioxothiazolidin-4-one,NMT2,9397
"n~2~-1,3-benzoxazol-2-yl-3-cyclohexyl-n-{2-[(4-methoxyphenyl)amino]ethyl}-l-alaninamide",CTSS,1520
"(e)-[4-(3,5-difluorophenyl)-3h-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol",FGFR1,2260
geranylgeranyl diphosphate,FNTA,2339
geranylgeranyl diphosphate,PGGT1B,5229
geranylgeranyl diphosphate,FNTB,2342
geranylgeranyl diphosphate,GGPS1,9453
geranylgeranyl diphosphate,FDPS,2224
geranylgeranyl diphosphate,RABGGTA,5875
geranylgeranyl diphosphate,RABGGTB,5876
(2s)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,PPARG,5468
5-chloro-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1-benzothiophene-2-sulfonamide,F10,2159
6-chloro-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1-benzothiophene-2-sulfonamide,F10,2159
"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7h-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",MAPK8,5599
"(3,4,8b-trimethyl-3-oxido-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-3-ium-7-yl) n-(2-ethylphenyl)carbamate",ACHE,43
6-chloro-n-{(3s)-1-[(1s)-1-methyl-2-(4-morpholinyl)-2-oxo ethyl]-2-oxo-3-pyrrolidinyl}-2-naphthalenesulfonamide,F10,2159
5-chloro-n-{(3s)-1-[(2s)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1h-indole-2-sulfonamide,F10,2159
s-nonyl-cysteine,GSTP1,2950
"(3r,4s)-1-(3,4-dimethoxyphenyl)-3-(3-methylphenyl)piperidin-4-amine",DPP4,1803
"1-(3,5-dichlorophenyl)-5-methyl-1h-1,2,4-triazole-3-carboxylic acid",CCNA2,890
"1-(3,5-dichlorophenyl)-5-methyl-1h-1,2,4-triazole-3-carboxylic acid",CDK2,1017
"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",SLK,9748
"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",CAMK2D,817
"2-[4-[4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",STK26,51765
n-methyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,PRKACA,5566
n-methyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,PKIA,5569
(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,PRKACA,5566
(s)-1-phenyl-1-[4-(9h-purin-6-yl)phenyl]methanamine,PKIA,5569
6-{4-[4-(4-chlorophenyl)piperidin-4-yl]phenyl}-9h-purine,PRKACA,5566
6-{4-[4-(4-chlorophenyl)piperidin-4-yl]phenyl}-9h-purine,PKIA,5569
(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,PRKACA,5566
(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,PKIA,5569
(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,PRKACA,5566
(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,PKIA,5569
4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine,PRKACA,5566
4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine,PKIA,5569
4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine,AKT2,208
4-(4-chlorophenyl)-4-[4-(1h-pyrazol-4-yl)phenyl]piperidine,GSK3B,2932
(2r)-2-(4-chlorophenyl)-2-phenylethanamine,PRKACA,5566
(2r)-2-(4-chlorophenyl)-2-phenylethanamine,PKIA,5569
2-chloro-5-nitro-n-phenylbenzamide,NCOA2,10499
2-chloro-5-nitro-n-phenylbenzamide,PPARG,5468
2-chloro-5-nitro-n-phenylbenzamide,RXRA,6256
"(5s)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5h)-one",HSD11B1,3290
haloxyfop-p,ACACB,32
5-chloro-n-[(3r)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2h)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,F10,2159
lauryl alcohol diphosphonic acid,GGPS1,9453
"(6s)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one",BACE1,23621
"5-chloro-thiophene-2-carboxylic acid ((3s,4s)-1-{[2-fluoro-4-(2-oxo-2h-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",F10,2159
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine,PRKACA,5566
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine,PKIA,5569
(s)-2-methyl-1-[(4-methyl-5-isoquinoline)sulfonyl]-homopiperazine,ROCK1,6093
"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine",HSP90AB1,3326
"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine",HSP90AA1,3320
"n-[(1s)-1-{1-[(1r,3e)-1-acetylpent-3-en-1-yl]-1h-1,2,3-triazol-4-yl}-1,2-dimethylpropyl]benzamide",CTSS,1520
"n-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8h)-yl)carbonyl]thiophene-2-carboxamide",HDAC4,9759
n-{[2-({[1-(4-carboxybutanoyl)amino]-2-phenylethyl}-hydroxyphosphinyl)oxy]acetyl}-2-phenylethylamine,IGHG1,3500
"4-{4-[2-(1a,7a-dimethyl-4-oxy-octahydro-1-oxa-4-aza-cyclopropa[a]naphthalen-4-yl) -acetylamino]-phenylcarbamoyl}-butyric acid",IGKC,3514
(2-amino-3-phenyl-bicyclo[2.2.1]hept-2-yl)-phenyl-methanone,IGHG1,3500
"(r)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",F11,2160
"3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazole-acetic acid methyl ester",MIF,4282
"(2s)-1-(dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",CDK2,1017
phenyl[1-(n-succinylamino)pentyl]phosphonate,IGKC,3514
alpha-hydroxyfarnesylphosphonic acid,FNTB,2342
alpha-hydroxyfarnesylphosphonic acid,FNTA,2339
1-(hydroxymethyleneamino)-8-hydroxy-octane,F2,2147
(2s) n-acetyl-l-alanyl-??l-phenylalanyl-chloroethylketone,CTRB1,1504
3-formyl-2-hydroxy-5-methyl-hexanoic acid hydroxyamide,MMP8,4317
5-chloro-6-methyl-n-(2-phenylethyl)-2-pyridin-2-ylpyrimidin-4-amine,METAP1,23173
"tert-butyl {2-[(1,3-thiazol-2-ylamino)carbonyl]pyridin-3-yl}carbamate",METAP1,23173
"3-[(2,2-dimethylpropanoyl)amino]-n-1,3-thiazol-2-ylpyridine-2-carboxamide",METAP1,23173
"(1ar,8s,13s,14s,15ar)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6h-oxireno[k][2]benzoxacyclotetradecine-6,12(1ah)-dione",MAPK1,5594
"[(3r)-7-nitro-1,2,3,4-tetrahydroisoquinolin-3-yl]methanol",PNMT,5409
(2s)-2-hydroxyoctanoic acid,HAO1,54363
7-hydroxy-4-methyl-3-(2-hydroxy-ethyl)coumarin,PFN1,5216
"(1s,2s,5s)2-(4-glutaridylbenzyl)-5-phenyl-1-cyclohexanol",IGHG1,3500
"(1s,2s,5s)2-(4-glutaridylbenzyl)-5-phenyl-1-cyclohexanol",IGKC,3514
2-oxoheptylphosphonic acid,ENOPH1,58478
homophenylalaninylmethane,CTSF,8722
3-{6-[(8-hydroxy-quinoline-2-carbonyl)-amino]-2-thiophen-2-yl-hexanoylamino}-4-oxo-butyri acid,CASP1,834
4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine,HPGDS,27306
harmine,MAOA,4128
n-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,MMP12,4321
2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,MMP12,4321
n-oxo-2-(phenylsulfonylamino)ethanamide,MMP12,4321
n-[3-(n'-hydroxycarboxamido)-2-(2-methylpropyl)-propanoyl]-o-tyrosine-n-methylamide,MMP1,4312
"n-(tert-butyl)-3,5-dimethyl-n'-[(5-methyl-2,3-dihydro-1,4-benzodioxin-6-yl)carbonyl]benzohydrazide",NR1H3,10062
"n-(tert-butyl)-3,5-dimethyl-n'-[(5-methyl-2,3-dihydro-1,4-benzodioxin-6-yl)carbonyl]benzohydrazide",RXRB,6257
(3r)-3-hydroxydodecanoic acid,ACOX1,51
hexestrol,AKR1C1,1645
hexestrol,ESR1,2099
hexestrol,NR1I2,8856
hexestrol,NR1I3,9970
"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",ESR1,2099
"dimethyl (1r,4s)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",NCOA2,10499
erteberel,ESR2,2100
erteberel,ESR1,2099
[[cyclohexanesulfonyl-glycyl]-3[pyridin-4-yl-aminomethyl]alanyl]piperidine,F2,2147
n-(4-{[(3s)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-amine,CDK2,1017
"9-(3-iodobenzylamino)-1,2,3,4-tetrahydroacridine",BCHE,590
ph-797804,MAPK14,1432
2-fluoro-4-[4-(4-fluorophenyl)-1h-pyrazol-3-yl]pyridine,MAPK14,1432
sd-0006,MAPK14,1432
n-{3-methyl-5-[2-(pyridin-4-ylamino)-ethoxy]-phenyl}-benzenesulfonamide,F2,2147
"n-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",F2,2147
isoquinoline-5-sulfonic acid (2-(2-(4-chlorobenzyloxy)ethylamino)ethyl)amide,PRKACA,5566
isoquinoline-5-sulfonic acid (2-(2-(4-chlorobenzyloxy)ethylamino)ethyl)amide,PKIA,5569
isoquinoline-5-sulfonic acid (2-(2-(4-chlorobenzyloxy)ethylamino)ethyl)amide,AKT2,208
isoquinoline-5-sulfonic acid (2-(2-(4-chlorobenzyloxy)ethylamino)ethyl)amide,GSK3B,2932
"({[(3e)-2'-oxo-2',7'-dihydro-2,3'-biindol-3(7h)-ylidene]amino}oxy)acetic acid",PYGM,5837
indoleacetic acid,PLA2G2E,30814
indoleacetic acid,SKP1,6500
3-isobutyl-1-methyl-7h-xanthine,PDE5A,8654
3-isobutyl-1-methyl-7h-xanthine,PDE3B,5140
3-isobutyl-1-methyl-7h-xanthine,PDE7A,5150
3-isobutyl-1-methyl-7h-xanthine,PDE4D,5144
3-isobutyl-1-methyl-7h-xanthine,PDE9A,5152
3-isobutyl-1-methyl-7h-xanthine,PDE8A,5151
3-isobutyl-1-methyl-7h-xanthine,PDE2A,5138
3-isobutyl-1-methyl-7h-xanthine,PDE6G,5148
(2-bromoethyl)(2-'formyl-4'-aminophenyl) acetate,CELA1,1990
[1-(3-chloro-2-formyl-phenylcarbamoyl)-2-methyl-propyl]-carbamic acid tert-butyl ester,CELA1,1990
methyl(2-acetoxy-2-(2-carboxy-4-amino-phenyl))acetate,CELA1,1990
(2-carbamoylmethyl-5-propyl-octahydro-indol-7-yl)acetic acid,PLA2G2E,30814
3-(1h-benzimidazol-2-yl)-1h-indazole,CHEK1,1111
"5-acetamido-5,6-dihydro-4-hydroxy-6-isobutoxy-4h-pyran-2-carboxylic acid",NEU2,4759
"(3s)-4-{[4-(but-2-ynyloxy)phenyl]sulfonyl}-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide",ADAM17,6868
6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9h-purine-2-carbonitrile,CTSK,1513
[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,SRC,6714
9-cyclopentyl-6-[2-(3-imidazol-1-yl-propoxy)-phenylamino]-9h-purine-2-carbonitrile,CTSK,1513
3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,MET,4233
5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,EPHA7,2045
n-(1-isopropylpiperidin-4-yl)-1-(3-methoxybenzyl)-1h-indole-2-carboxamide,F10,2159
1-{2-[(4-chlorophenyl)amino]-2-oxoethyl}-n-(1-isopropylpiperidin-4-yl)-1h-indole-2-carboxamide,F10,2159
"2-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopent-1-ene-1-carboxylic acid",DHODH,1723
3-{[(3-fluoro-3'-methoxybiphenyl-4-yl)amino]carbonyl}thiophene-2-carboxylic acid,DHODH,1723
"3-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)thiophene-2-carboxylic acid",DHODH,1723
"2-({[2,3,5,6-tetrafluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopenta-1,3-diene-1-carboxylic acid",DHODH,1723
"(2e)-3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid",DAO,1610
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1r)-1-(hydroxymethyl)propyl]acetamide,PTGS1,5742
2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,CDK2,1017
1-(4-iodobenzoyl)-5-methoxy-2-methyl indole-3-acetic acid,PTGS1,5742
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(1s)-1-(hydroxymethyl)propyl]acetamide,PTGS1,5742
+/-methyl 4-(aminoiminomethyl)-beta-[3- inh (aminoimino)phenyl]benzene pentanoate,PRSS1,5644
[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-acetic acid,MMP3,4314
"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",MMP3,4314
"2-[3-(5-mercapto-[1,3,4]thiadiazol-2yl)-ureido]-n-methyl-3-pentafluorophenyl-propionamide",MMP3,4314
"(rp,sp)-o-(2r)-(1-phenoxybut-2-yl)-methylphosphonic acid chloride",lipA,3988
n-[(1r)-3-(4-hydroxyphenyl)-1-methylpropyl]-2-(2-phenyl-1h-indol-3-yl)acetamide,ESR1,2099
"n~3~-[3-(1h-indol-6-yl)benzyl]pyridine-2,3-diamine",BACE1,23621
"n~3~-[5-(1h-indol-6-yl)-2-(pyridin-2-ylmethoxy)benzyl]pyridine-2,3-diamine",BACE1,23621
h-89,PRKACA,5566
h-89,PKIA,5569
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,PRKACA,5566
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,PKIA,5569
n-[2-(methylamino)ethyl]-5-isoquinolinesulfonamide,PRKACA,5566
n-[2-(methylamino)ethyl]-5-isoquinolinesulfonamide,PKIA,5569
"{4-[(carboxymethoxy)carbonyl]-3,3-dioxido-1-oxonaphtho[1,2-d]isothiazol-2(1h)-yl}acetic acid",AKR1B1,231
"2-(carboxymethyl)-1-oxo-1,2-dihydronaphtho[1,2-d]isothiazole-4-carboxylic acid 3,3-dioxide",AKR1B1,231
5-(3-{3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]propenyl}phenyl)-4-(hydroxymethyl)isoxazole-3-carboxylic acid,PTPN1,5770
isothiazolidinone analog,PTPN1,5770
4-{[5-chloro-4-(1h-indol-3-yl)pyrimidin-2-yl]amino}-n-ethylpiperidine-1-carboxamide,MAPK10,5602
"n-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",DHODH,1723
(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoic acid,CELA1,1990
"5-methyl-n-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",DHODH,1723
su-11652,CAMK1G,57172
"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-[(e)-2-phenylethenyl]-1h-indole-2,3-dione 3-oxime",MAPK10,5602
"(3e)-5-fluoro-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-1h-indole-2,3-dione 3-oxime",MAPK10,5602
"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1h-indole-2,3-dione 3-oxime",MAPK10,5602
"n-{(3s,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(4-chlorobenzyl)ethane-1,2-diamine",NOS1,4842
"n-{(3s,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(4-chlorobenzyl)ethane-1,2-diamine",NOS3,4846
"n-{(3r,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(3-chlorobenzyl)ethane-1,2-diamine",NOS1,4842
"n-{(3r,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(3-chlorobenzyl)ethane-1,2-diamine",NOS3,4846
"(3as,4r,9br)-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",ESR2,2100
"(3as,4r,9br)-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",ESR1,2099
5-bromo-n-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,MAPK10,5602
"(2s)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",PIM1,5292
"n-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-n-methylpyrimidin-2-amine",MAPK10,5602
1-[2-(s)-amino-3-biphenyl-4-yl-propionyl]-pyrrolidine-2-(s)-carbonitrile,DPP4,1803
"n-{2'-[(4-fluorophenyl)amino]-4,4'-bipyridin-2-yl}-4-methoxycyclohexanecarboxamide",MAPK10,5602
"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-n-methylacetamide",MAPK10,5602
"but-3-enyl-[5-(4-chloro-phenyl)-3,6-dihydro-[1,3,4]thiadiazin-2-ylidene]-amine",MMP8,4317
n~2~-(biphenyl-4-ylsulfonyl)-n-hydroxy-n~2~-(2-hydroxyethyl)glycinamide,MMP3,4314
3-[(4'-cyanobiphenyl-4-yl)oxy]-n-hydroxypropanamide,MMP3,4314
"n,n-diethyl-2-[(2-thienylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",KIF11,3832
"(5r)-n,n-diethyl-5-methyl-2-[(thiophen-2-ylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",KIF11,3832
"1-tert-butyl-3-(2,5-dimethylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",AR,367
mk-0731,KIF11,3832
"l-alanyl-n-[(1s,2r)-1-benzyl-2-hydroxypropyl]-l-alaninamide",KLK7,5650
"(3z)-n,n-dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1h-indol-2-ylmethylidene)-2,3-dihydro-1h-indole-5-sulfonamide",CALM1,801
"(3z)-n,n-dimethyl-2-oxo-3-(4,5,6,7-tetrahydro-1h-indol-2-ylmethylidene)-2,3-dihydro-1h-indole-5-sulfonamide",CAMK2D,817
kelatorphan,LTA4H,4048
"n~4~-methyl-n~4~-(3-methyl-1h-indazol-6-yl)-n~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",KDR,3791
1-[4-(pyridin-4-yloxy)phenyl]-3-[3-(trifluoromethyl)phenyl]urea,ABL1,25
abt-341,DPP4,1803
"4-{4-[4-(3-aminopropoxy)phenyl]-1h-pyrazol-5-yl}-6-chlorobenzene-1,3-diol",HSP90AB1,3326
2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide,CA2,760
"4-[1-allyl-7-(trifluoromethyl)-1h-indazol-3-yl]benzene-1,3-diol",ESR1,2099
"4-[1-allyl-7-(trifluoromethyl)-1h-indazol-3-yl]benzene-1,3-diol",NCOA2,10499
"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol",ESR1,2099
"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol",NCOA2,10499
"7,8-dihydroxy-4-phenyl-2h-chromen-2-one",COMT,1312
"(2r)-4-(2-benzoyl-1,2-diazepan-1-yl)-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",DPP4,1803
pp-121,SRC,6714
"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",SRC,6714
"1-(1-methylethyl)-3-quinolin-6-yl-1h-pyrazolo[3,4-d]pyrimidin-4-amine",SRC,6714
"n-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",LCK,3932
"n-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",LCK,3932
"n-(2-chloro-6-methylphenyl)-8-[(3s)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine",LCK,3932
"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2h)-one",PARP3,10039
wortmannin,PIK3CG,5294
wortmannin,PLK1,5347
wortmannin,PIK3R1,5295
wortmannin,PIK3CA,5290
4-(2-aminophenyl)-4-oxobutanoic acid,AGXT,189
4-[3-(4-chlorophenyl)-1h-pyrazol-5-yl]piperidine,F2,2147
"3-(4-chlorophenyl)-5-(methylthio)-4h-1,2,4-triazole",F2,2147
"1-benzyl-3-(4-methoxyphenylamino)-4-phenylpyrrole-2,5-dione",RXRA,6256
"1-benzyl-3-(4-methoxyphenylamino)-4-phenylpyrrole-2,5-dione",NR1H3,10062
n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea,MAPK14,1432
2-(1h-pyrazol-3-yl)-1h-benzimidazole,AURKA,6790
n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,AURKA,6790
n-[3-(1h-benzimidazol-2-yl)-1h-pyrazol-4-yl]benzamide,CDK2,1017
4-[(2-{4-[(cyclopropylcarbamoyl)amino]-1h-pyrazol-3-yl}-1h-benzimidazol-6-yl)methyl]morpholin-4-ium,JAK2,3717
n-[4-chloro-3-(pyridin-3-yloxymethyl)-phenyl]-3-fluoro-,MAPK14,1432
2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,PRKACA,5566
2-[4-(3-methyl-1h-pyrazol-4-yl)phenyl]ethanamine,PKIA,5569
"(2s)-1-methyl-2-[(2s,4r)-2-methyl-4-phenylpentyl]piperidine",lat,27040
"4-(2-aminoethoxy)-3,5-dichloro-n-[3-(1-methylethoxy)phenyl]benzamide",PLAU,5328
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,AKT2,208
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,GSK3B,2932
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,PRKACA,5566
